reloant,0,0,0.0,NW,0.014392261,0.98560774
equate,2000,1,2.614053436878379,LF,0.82421076,0.17578916
gak,0,0,0.0,NW,0.029663147,0.9703369
pynamo,0,0,0.0,NW,0.05295541,0.94704455
thicken,260,1,2.0699853925281033,LF,0.98954797,0.010452058
dirge,113,1,2.29183414214446,LF,0.773906,0.22609396
attoins,0,0,0.0,NW,0.0040975017,0.9959025
skater,1934,1,3.2830602178369546,HF,0.9965842,0.0034158016
please,580704,1,6.0411839027419365,HF,0.99976677,0.00023323279
wheeled,475,1,2.9150834325423602,LF,0.99929667,0.0007033029
threefild,0,0,0.0,NW,0.018401839,0.98159814
turd,573,1,3.444122486527516,HF,0.12930569,0.87069434
plomise,0,0,0.0,NW,0.0021905026,0.99780947
towdery,0,0,0.0,NW,0.07638119,0.9236188
comadies,0,0,0.0,NW,0.0023268273,0.9976732
chesume,0,0,0.0,NW,0.0053142714,0.99468565
biremen,0,0,0.0,NW,0.009061543,0.9909384
willows,231,1,3.2830602178369546,HF,0.9652203,0.034779742
cluckeng,0,0,0.0,NW,0.021663321,0.9783367
erslave,0,0,0.0,NW,0.0023043081,0.9976956
dependank,0,0,0.0,NW,0.007800861,0.9921991
welts,311,1,2.437962177822698,LF,0.06777581,0.93222415
depayment,0,0,0.0,NW,0.37228444,0.6277155
earthly,959,1,3.1783248673169417,HF,0.9997806,0.0002193617
valts,0,0,0.0,NW,0.033215247,0.9667848
porrifyingly,0,0,0.0,NW,0.01943021,0.9805698
wince,296,1,2.4057774944512964,LF,0.9993395,0.0006604097
heppery,0,0,0.0,NW,0.02906189,0.9709381
aphasio,0,0,0.0,NW,0.020394934,0.9796051
theath,0,0,0.0,NW,0.030112104,0.9698879
hantry,0,0,0.0,NW,0.007337177,0.9926628
wholefess,0,0,0.0,NW,0.019934107,0.9800658
imporded,0,0,0.0,NW,0.40533853,0.5946615
baws,0,0,0.0,NW,0.023304498,0.9766955
stylize,4,1,1.5928641378084412,LF,0.31059057,0.68940943
certoinly,0,0,0.0,NW,8.779263e-06,0.9999912
bufficient,0,0,0.0,NW,0.053716116,0.9462839
wraggy,0,0,0.0,NW,0.4476765,0.5523235
seaworthy,62,1,2.333226827302685,LF,0.2484077,0.7515923
blindress,0,0,0.0,NW,0.4300903,0.5699097
quantifiable,202,1,1.9908041464804787,LF,0.92912716,0.07087283
