Ipe's,0,0,0.0,NW,6.484266e-08,0.9999998
toothcamb,0,0,0.0,NW,4.6410623e-05,0.99995357
flicks,702,1,2.9352868186306473,LF,0.9993498,0.0006502719
Samoar,0,0,0.0,NW,1.9665445e-06,0.99999803
lastened,0,0,0.0,NW,0.00011079232,0.9998892
vaggy,0,0,0.0,NW,4.7473404e-06,0.9999952
norm,6407,1,3.5248302525366135,HF,0.9999985,1.4168143e-06
baffled,808,1,2.973075379520047,LF,0.99999875,1.2090549e-06
polyphosphage,0,0,0.0,NW,0.018635225,0.9813647
custidian,0,0,0.0,NW,4.9681355e-05,0.99995023
roncubine,0,0,0.0,NW,8.895674e-05,0.999911
tardy,88,1,3.062686153786604,HF,0.9999998,1.6046111e-07
torsel,0,0,0.0,NW,1.0102659e-05,0.9999898
bluire,0,0,0.0,NW,3.3427955e-06,0.9999966
inclusive,1996,1,2.3710153881920846,LF,0.99992913,7.080699e-05
burglar,659,1,3.74362057766875,HF,0.99999994,2.7080242e-08
hedgerow,30,1,1.8938941334724222,LF,0.99355835,0.0064415527
buzzled,0,0,0.0,NW,0.00012429932,0.9998758
horseradish,139,1,2.7068074901152777,LF,0.9992047,0.0007952948
smip,0,0,0.0,NW,0.027460923,0.9725391
Marylank's,0,0,0.0,NW,1.178607e-05,0.99998814
unpatriotic,58,1,2.437962177822698,LF,0.99999803,1.9122597e-06
confluent,19,1,1.5928641378084412,LF,0.9967014,0.0032985257
tallard,0,0,0.0,NW,0.00012309244,0.999877
divulge,498,1,3.1113780776863287,HF,0.9999996,3.7506092e-07
ignored,15181,1,3.7718410851016104,HF,0.9999996,3.6560343e-07
soal,0,0,0.0,NW,0.028239366,0.97176063
fiddlar,0,0,0.0,NW,4.2498305e-05,0.9999574
Erib,0,0,0.0,NW,3.9360135e-08,0.99999994
conjunction,4786,1,3.1179089448452864,HF,0.9999674,3.259423e-05
hypertrophy,69,1,1.5928641378084412,LF,0.9997227,0.00027729556
pesult,0,0,0.0,NW,3.818031e-07,0.9999996
amber,2653,1,3.967612483818545,HF,0.99999315,6.7550113e-06
chack,0,0,0.0,NW,0.017855978,0.98214394
fespect,0,0,0.0,NW,0.00017225315,0.99982786
restored,4314,1,3.6242726020600653,HF,0.9999979,2.014816e-06
genown,0,0,0.0,NW,2.1711057e-05,0.99997824
sammed,0,0,0.0,NW,0.00010596183,0.99989396
potuntial,0,0,0.0,NW,0.0010996525,0.9989003
parry,1855,1,3.1839287448349403,HF,0.98133206,0.018667823
neght's,0,0,0.0,NW,0.00058388634,0.999416
realosm,0,0,0.0,NW,7.992077e-05,0.99992007
pelperoni,0,0,0.0,NW,0.0010813577,0.9989186
distantly,161,1,2.2460766515837847,LF,0.9999344,6.552603e-05
ambushed,317,1,3.333226827302685,HF,0.999927,7.298987e-05
Bok's,0,0,0.0,NW,7.757141e-07,0.9999991
credited,2567,1,2.7969841204643657,LF,0.9999804,1.9517824e-05
miggling,0,0,0.0,NW,0.00034882769,0.9996512
spajer,0,0,0.0,NW,8.811929e-05,0.99991184
hutter,0,0,0.0,NW,5.078807e-05,0.99994916
headquarter,159,1,2.6897741508164974,LF,0.9997878,0.00021224063
wraith,3289,1,2.333226827302685,LF,0.99270964,0.0072901873
ruaranteed,0,0,0.0,NW,9.464638e-05,0.9999053
magnificent,2251,1,4.121137914975485,HF,0.9999749,2.4977278e-05
shimal,0,0,0.0,NW,3.2471435e-05,0.9999675
cowcutcher,0,0,0.0,NW,0.019223433,0.9807764
voamed,0,0,0.0,NW,2.9629575e-06,0.99999696
activism,1558,1,2.29183414214446,LF,0.9999928,7.1752424e-06
headphones,1290,1,3.20031916102311,HF,0.99999386,6.1070796e-06
syspeptic,0,0,0.0,NW,9.007434e-05,0.9999098
bombing,4661,1,3.8750329161130828,HF,0.9999965,3.479376e-06
gimbaked,0,0,0.0,NW,1.2608329e-05,0.9999873
tods,0,0,0.0,NW,0.13906924,0.86093074
abandoned,5160,1,4.123703916424962,HF,0.9999923,7.654023e-06
unpretentious,103,1,2.29183414214446,LF,0.99998504,1.4888475e-05
dreamt,798,1,3.823313059186715,HF,0.9999582,4.166474e-05
prucial,0,0,0.0,NW,0.00014352663,0.9998565
edcept,0,0,0.0,NW,4.703353e-07,0.99999946
twops,0,0,0.0,NW,0.0010076751,0.9989922
seductive,611,1,2.882898749170959,LF,0.9999997,2.1666492e-07
sheepskin,100,1,2.4679254012001413,LF,0.99999124,8.722148e-06
brip,0,0,0.0,NW,1.7382114e-07,0.9999998
tricked,663,1,3.693234682926004,HF,0.99985623,0.0001438607
mecamp,0,0,0.0,NW,0.0037040527,0.996296
haiden,0,0,0.0,NW,0.00021086136,0.99978924
my,1768938,1,6.82952733651185,HF,0.99999934,6.083492e-07
pestle,69,1,2.7969841204643657,LF,0.99997205,2.7869139e-05
hamburger,1260,1,3.891717214218148,HF,0.99968123,0.00031880825
falsofy,0,0,0.0,NW,0.00015375155,0.9998462
fogetherness,0,0,0.0,NW,0.004595148,0.9954048
iscome,0,0,0.0,NW,2.4290532e-05,0.9999756
ribling,0,0,0.0,NW,9.5632255e-05,0.99990433
contrivance,212,1,2.0699853925281033,LF,0.999973,2.6987927e-05
mascot,611,1,3.2212530678587528,HF,0.9999998,1.3211853e-07
firect,0,0,0.0,NW,0.00038881935,0.9996112
fuller,3091,1,3.6756495081248914,HF,0.9996859,0.00031412757
persist,1573,1,3.084225831642714,HF,0.9999972,2.7484411e-06
Lintoln,0,0,0.0,NW,2.2113327e-05,0.99997777
luits,0,0,0.0,NW,1.4190749e-07,0.9999998
houses,11777,1,4.281283959811152,HF,0.9999922,7.705495e-06
flyaway,40,1,2.0699853925281033,LF,0.99998623,1.3684996e-05
detirrent,0,0,0.0,NW,0.00020795011,0.9997921
oupselves,0,0,0.0,NW,0.0017863485,0.99821365
dialogues,565,1,2.1949241291364032,LF,0.9999475,5.248719e-05
reacts,1002,1,2.9545919738260342,LF,0.999999,9.595741e-07
beckored,0,0,0.0,NW,3.2150542e-06,0.9999967
sigzagging,0,0,0.0,NW,0.0009993524,0.9990005
halvos,0,0,0.0,NW,0.00025538722,0.99974465
balts,0,0,0.0,NW,1.9991929e-05,0.9999799
chacks,0,0,0.0,NW,0.00012195623,0.999878
imperishable,110,1,1.9908041464804787,LF,0.99997646,2.3532435e-05
cuotations,0,0,0.0,NW,0.00026952566,0.99973047
percentage,13238,1,3.577391451152234,HF,0.99971914,0.0002809453
impossible,27164,1,4.771265479342197,HF,0.99999696,3.018894e-06
Charbes,0,0,0.0,NW,3.2185023e-06,0.9999967
todular,0,0,0.0,NW,1.5618493e-06,0.9999984
sweet,15494,1,5.161417849857884,HF,0.9999904,9.583336e-06
cabinetmabers,0,0,0.0,NW,0.0010095864,0.9989903
real,197763,1,5.645635007283323,HF,0.9999973,2.6460987e-06
gornucopia,0,0,0.0,NW,0.00057961635,0.9994203
prominently,769,1,2.3710153881920846,LF,0.9999986,1.3174739e-06
chord,4237,1,3.2649619957441587,HF,0.99999994,1.5338482e-08
Gurk,0,0,0.0,NW,7.373731e-05,0.99992615
tuperimposing,0,0,0.0,NW,0.0014414776,0.9985586
misnomer,536,1,2.1949241291364032,LF,0.9999947,5.2863547e-06
overshadowed,342,1,2.4057774944512964,LF,0.99997956,2.0406322e-05
goconut,0,0,0.0,NW,0.00043685734,0.99956316
atus,0,0,0.0,NW,0.011082763,0.9889171
hoodlum,175,1,3.1179089448452864,HF,0.99982214,0.00017781208
seighing,0,0,0.0,NW,0.00014126353,0.99985886
lisoriented,0,0,0.0,NW,0.0034508822,0.99654907
biceties,0,0,0.0,NW,0.00019810032,0.9998019
histinguish,0,0,0.0,NW,0.0013671337,0.99863285
glackbird,0,0,0.0,NW,0.0046395264,0.9953604
renown,321,1,2.614053436878379,LF,0.9998052,0.0001947279
razzle,81,1,2.2460766515837847,LF,0.878191,0.121809
mioneered,0,0,0.0,NW,0.00023142324,0.9997685
Daneel,0,0,0.0,NW,0.0067878775,0.9932121
scholasticusm,0,0,0.0,NW,0.0013853459,0.9986146
tabble,0,0,0.0,NW,0.018500175,0.98149973
turprising,0,0,0.0,NW,0.00029281565,0.9997072
