louture,0,0,0.0,NW,0.00041346918,0.9995865
functuality,0,0,0.0,NW,0.002274524,0.9977254
greshened,0,0,0.0,NW,0.0028878022,0.99711215
markedly,644,1,1.8938941334724222,LF,1.0,1.3396185e-08
miler,102,1,1.7689553968641223,LF,0.9999987,1.2968023e-06
choop,0,0,0.0,NW,0.004831969,0.9951681
hornet,3738,1,3.130683232881715,HF,0.9999993,7.374298e-07
bude,0,0,0.0,NW,2.2767496e-10,1.0
zat,0,0,0.0,NW,0.00056734384,0.9994326
caddy,657,1,3.456186997928897,HF,1.0,2.0871461e-08
elbellished,0,0,0.0,NW,0.004867223,0.99513274
compose,2629,1,3.20031916102311,HF,0.9999999,7.165228e-08
tunes,5290,1,3.584090213500936,HF,0.99998784,1.2134815e-05
amicably,89,1,2.333226827302685,LF,0.9999976,2.3744105e-06
aubocratic,0,0,0.0,NW,0.013125483,0.9868745
susceptibility,330,1,2.0699853925281033,LF,0.99998796,1.20978175e-05
patented,1851,1,2.9150834325423602,LF,0.9999993,6.721672e-07
coercive,979,1,2.1949241291364032,LF,1.0,1.2650997e-12
widens,118,1,1.8938941334724222,LF,0.99999964,3.0047113e-07
varies,6135,1,2.754232140043416,LF,1.0,4.8343388e-08
ballerinas,54,1,2.672045383856066,LF,0.99999976,2.5841243e-07
dearranging,0,0,0.0,NW,0.0009093623,0.9990907
ethaled,0,0,0.0,NW,0.0019691244,0.99803084
launting,0,0,0.0,NW,6.469515e-05,0.99993527
flies,5157,1,4.1479585863867605,HF,1.0,1.223224e-12
faucet,439,1,3.161065861875436,HF,1.0,1.9215967e-11
ranel,0,0,0.0,NW,0.00058159727,0.9994184
rontentedly,0,0,0.0,NW,0.00032901685,0.999671
fraved,0,0,0.0,NW,3.6230136e-05,0.99996376
dullet,0,0,0.0,NW,0.00048654544,0.9995135
formations,907,1,2.8233130591867153,LF,0.99999905,9.65715e-07
conclusion,16476,1,3.96022005883446,HF,0.9999994,6.2197626e-07
storst,0,0,0.0,NW,0.00013344063,0.9998665
armaments,358,1,2.634256822966666,LF,1.0,1.6267148e-08
bleachers,245,1,3.0699853925281038,HF,0.99999714,2.9042003e-06
coarpen,0,0,0.0,NW,0.008195504,0.9918045
beasle,0,0,0.0,NW,0.0017202743,0.9982797
allow,76957,1,4.646710564660694,HF,1.0,1.5124065e-11
feserve,0,0,0.0,NW,0.0011935511,0.9988065
adolescont's,0,0,0.0,NW,0.0007058662,0.99929416
fords,389,1,2.653561978162053,LF,0.7809187,0.21908128
reviate,0,0,0.0,NW,0.00040459028,0.99959546
administer,2314,1,3.226332593388028,HF,0.9999999,9.420867e-08
mensationalist,0,0,0.0,NW,0.0023233749,0.9976767
alive,19998,1,5.188305242623738,HF,1.0,3.42871e-10
pislocated,0,0,0.0,NW,0.0004576027,0.9995425
alternating,1312,1,2.634256822966666,LF,0.99982184,0.00017813317
lavilion,0,0,0.0,NW,0.00033940567,0.9996606
plaver,0,0,0.0,NW,0.00026970022,0.9997303
filth,1032,1,3.6573221270353597,HF,0.9999764,2.3614019e-05
duplicate,5234,1,3.3637161494505854,HF,0.9999902,9.789866e-06
philanthropic,84,1,2.522283063522734,LF,0.99999905,9.445685e-07
ratepoyer,0,0,0.0,NW,0.0013173869,0.99868256
Krakatoe,0,0,0.0,NW,6.96284e-05,0.9999304
ausograph,0,0,0.0,NW,0.0005659102,0.99943405
sotunda,0,0,0.0,NW,0.00023432387,0.9997657
spanner,183,1,2.29183414214446,LF,0.9999832,1.6785954e-05
